Reference source,Reference metadata,Location,Group/Formation,Lithology,Metamorphic grade,Age Range (Ga),Age (Ga),"Sample name, or # of samples",TOC(±s),d13C
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),shale sandstone,sub greenschist,,2.72,RM451a,0.03,-44.26
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),shale sandstone,sub greenschist,,2.72,RM451b,0.03,-41.03
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),carbonate,sub greenschist,,2.72,RM452,0.06,-46.78
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),carbonate,sub greenschist,,2.72,RM454,0.13,-38.49
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),shale sandstone,sub greenschist,,2.72,RM455W,0.03,-33.02
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),shale sandstone,sub greenschist,,2.72,RM455B,0.15,-44.02
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),shale sandstone,sub greenschist,,2.72,RM456a,0.07,-43.34
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),shale sandstone,sub greenschist,,2.72,RM456b,0.03,-44.94
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,RM482,0.06,-34.21
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,RM483,0.1,-40.76
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),shale sandstone,sub greenschist,,2.72,RM485,0.05,-44.65
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),shale sandstone,sub greenschist,,2.72,RM486,0.15,-42.42
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,RM459,0.17,-29.92
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),shale,sub greenschist,,2.72,RM460,0.26,-51.84
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),breccia,sub greenschist,,2.72,RM461,0.18,-28.47
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,RM462,0.17,-36.38
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,RM60,0.03,-19.18
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,RM64,0.07,-10.25
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),shale sandstone,sub greenschist,,2.72,RM68,0.05,-40.62
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,RM68a,0.24,-30.31
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),shale,sub greenschist,,2.72,RM70a,0.1,-39.4
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,RM69,0.01,-26.89
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),shale,sub greenschist,,2.72,RM70a,0.26,-47.09
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),shale,sub greenschist,,2.72,RM70b,0.24,-44.2
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,RM83,0.02,-23.56
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,PS13,0.12,-27.31
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),shale,sub greenschist,,2.72,PS11,0.02,-26.64
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,RM87,0.03,-23.47
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),shale sandstone,sub greenschist,,2.72,SR39a,0.75,-31.07
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),shale sandstone,sub greenschist,,2.72,SR39b,0.22,-31.45
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),shale sandstone,sub greenschist,,2.72,SR37a,1.09,-36.26
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),shale sandstone,sub greenschist,,2.72,SR37b,0.15,-43.07
Yoshiya et al 2012,,Austrailia,Tumbiana (Mingah),shale sandstone,sub greenschist,,2.72,SR34a,0.12,-35.83
Yoshiya et al 2012,,Austrailia,Tumbiana (Mingah),shale sandstone,sub greenschist,,2.72,SR34b,0.09,-38.31
Yoshiya et al 2012,,Austrailia,Tumbiana (Mingah),shale sandstone,sub greenschist,,2.72,SR34c,0.48,-35.03
Yoshiya et al 2012,,Austrailia,Tumbiana (Mingah),shale sandstone,sub greenschist,,2.72,SR33,0.27,-36.5
Yoshiya et al 2012,,Austrailia,Tumbiana (Mingah),shale sandstone,sub greenschist,,2.72,SR30,0.27,-34.62
Yoshiya et al 2012,,Austrailia,Tumbiana (Mingah),shale sandstone,sub greenschist,,2.72,SR29,0.17,-35.74
Yoshiya et al 2012,,Austrailia,Tumbiana (Mingah),shale sandstone,sub greenschist,,2.72,SR28,0.18,-39.77
Yoshiya et al 2012,,Austrailia,Tumbiana (Mingah),shale sandstone,sub greenschist,,2.72,SR25,0.36,-39.12
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),shale,sub greenschist,,2.72,SR23,0.03,-32.34
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),shale,sub greenschist,,2.72,SR22,0.03,-32.11
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,SR21,0.01,-31.05
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,SR12,0.07,-28.13
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,SR10,0.04,-30.01
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),shale,sub greenschist,,2.72,SR08,0.13,-26.48
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),shale,sub greenschist,,2.72,SR06,0.19,-38.72
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),shale,sub greenschist,,2.72,SR04a,0.02,-48.3
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),shale,sub greenschist,,2.72,Sr04b,0.03,-34.72
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),shale,sub greenschist,,2.72,SR04,0.29,-36.78
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,SR03**,0.09,-33.87
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,SR02**,0.04,-38.7
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),shale,sub greenschist,,2.72,SR01,0.03,-44.78
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),carbonate,sub greenschist,,2.72,TR01a**,0.54,-47.38
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),carbonate,sub greenschist,,2.72,TR01a**,0.7,-29.1
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),carbonate,sub greenschist,,2.72,TR01B**,0.14,-34.96
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),carbonate,sub greenschist,,2.72,TR01C,0.08,-38.29
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),carbonate,sub greenschist,,2.72,TR01d,0.06,-39.09
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),carbonate,sub greenschist,,2.72,TR02,0.16,-38.17
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),carbonate,sub greenschist,,2.72,TR04,0.16,-36.92
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),shale,sub greenschist,,2.72,TR05a,0.45,-35.74
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),shale,sub greenschist,,2.72,Tr05b,0.1,-42.01
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),shale sandstone,sub greenschist,,2.72,TR08,1.16,-34.6
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),sandstone,sub greenschist,,2.72,TR11,0.15,-30.58
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),shale,sub greenschist,,2.72,Tr12,0.04,-34.59
Yoshiya et al 2012,,Austrailia,Tumbiana (Meentheena),shale,sub greenschist,,2.72,Tr14,0.03,-33.67
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),breccia,sub greenschist,,2.72,Tr21,0.16,-28.29
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,Tr26,0.22,-34.51
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,TR27,0.11,-28.19
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,TR33,0.11,-25.3
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,YR01,0.13,-32.63
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),shale sandstone,sub greenschist,,2.72,YR02,0.24,-37.03
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),shale sandstone,sub greenschist,,2.72,YR03,0.15,-32.57
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,YR05,0.24,-32.46
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,YR06,0.09,-27.49
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,Yr16a,0.34,-28.96
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,YR16b,0.14,-29.89
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,Yr11,0.29,-25.99
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,YR13,0.31,-25.64
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,YR12,0.08,-25.2
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,YR14,0.14,-25.02
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),shale sandstone,sub greenschist,,2.72,YR10,0.12,-27.61
Yoshiya et al 2012,,Austrailia,Tumbiana (mingah),sandstone,sub greenschist,,2.72,YR09,0.08,-27.01
"Zerkle et al., 2012",,South Africa,U. Nauga,carbonate,sub greenschist,,2.55,770.6,3.2,-32.8
"Zerkle et al., 2012",,South Africa,U. Nauga,carbonate,sub greenschist,,2.55,815.3,2.4,-31
"Zerkle et al., 2012",,South Africa,U. Nauga,carbonate,sub greenschist,,2.55,822.6,3.36,-33.9
"Zerkle et al., 2012",,South Africa,U. Nauga,carbonate,sub greenschist,,2.55,829.5,2.97,-40.6
"Zerkle et al., 2012",,South Africa,U. Nauga,carbonate,sub greenschist,,2.55,832.1,2.2,-42.1
"Zerkle et al., 2012",,South Africa,U. Nauga,carbonate,sub greenschist,,2.55,834.6,1.8,-41.9
"Zerkle et al., 2012",,South Africa,U. Nauga,carbonate,sub greenschist,,2.55,837.2,1.74,-41.5
"Zerkle et al., 2012",,South Africa,U. Nauga,carbonate,sub greenschist,,2.55,870.1,3.23,-31.8
"Zerkle et al., 2012",,South Africa,U. Nauga,carbonate,sub greenschist,,2.55,888.3,4.79,-35.9
"Zerkle et al., 2012",,South Africa,Kamden,carbonate,sub greenschist,,2.55,896.9,3.71,-33.6
"Zerkle et al., 2012",,South Africa,L. Nauga,carbonate,sub greenschist,,2.55,1032.8,4.39,-29.9
"Zerkle et al., 2012",,South Africa,L. Nauga,carbonate,sub greenschist,,2.55,1064.5,3.34,-30.3
"Zerkle et al., 2012",,South Africa,L. Nauga,carbonate,sub greenschist,,2.55,1092.3,1.93,-31.5
"Zerkle et al., 2012",,South Africa,L. Nauga,carbonate,sub greenschist,,2.55,1101.4,2.44,-31.3
"Zerkle et al., 2012",,South Africa,L. Nauga,carbonate,sub greenschist,,2.55,1102.6,0.28,-35.3
"Zerkle et al., 2012",,South Africa,L. Nauga,carbonate,sub greenschist,,2.55,1104,1.19,-14.9
"Zerkle et al., 2012",,South Africa,L. Nauga,carbonate,sub greenschist,,2.55,1104.2,3.56,-34.8
"Zerkle et al., 2012",,South Africa,L. Nauga,carbonate,sub greenschist,,2.55,1141.8,4.38,-34.4
"Zerkle et al., 2012",,South Africa,L. Nauga,carbonate,sub greenschist,,2.55,1176.5,1.9,-38
"Zerkle et al., 2012",,South Africa,L. Nauga,carbonate,sub greenschist,,2.55,1192.9,1.78,-35.6
"Zerkle et al., 2012",,South Africa,L. Nauga,carbonate,sub greenschist,,2.55,1294.7,4.22,-31.5
"Zerkle et al., 2012",,South Africa,Monteville,carbonate,sub greenschist,,2.6,1336.1,4.1,-44.5
"Zerkle et al., 2012",,South Africa,Monteville,carbonate,sub greenschist,,2.6,1354.9,-2.07,-38.6
"Zerkle et al., 2012",,South Africa,Monteville,carbonate,sub greenschist,,2.6,1356.2,0.88,-37.7
"Zerkle et al., 2012",,South Africa,Monteville,carbonate,sub greenschist,,2.6,1381.2,2.62,-36.9
"Zerkle et al., 2012",,South Africa,Monteville,carbonate,sub greenschist,,2.6,1384.4,2.42,-37
"Zerkle et al., 2012",,South Africa,Monteville,carbonate,sub greenschist,,2.6,1386.5,2.15,-35.1
"Zerkle et al., 2012",,South Africa,Monteville,carbonate,sub greenschist,,2.6,1396.4,2.49,-35.6
"Zerkle et al., 2012",,South Africa,Monteville,carbonate,sub greenschist,,2.6,1404.6,4.05,-37.1
"Zerkle et al., 2012",,South Africa,Monteville,carbonate,sub greenschist,,2.6,1413.6,0.74,-32.9
"Zerkle et al., 2012",,South Africa,Monteville,carbonate,sub greenschist,,2.6,1420.8,1.39,-36.4
"Zerkle et al., 2012",,South Africa,Monteville,carbonate,sub greenschist,,2.6,1430.7,0.73,-21.9
"Zerkle et al., 2012",,South Africa,Lokammona,carbonate,sub greenschist,,2.62,1436.3,1.57,-35.4
"Zerkle et al., 2012",,South Africa,Lokammona,carbonate,sub greenschist,,2.62,1462.3,0.59,-34.8
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,3.12,-35
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,3.47,-33.3
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,2.74,-32.7
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,3.66,-34.2
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,5.84,-35.7
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,2.15,-35.5
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,1.9,-35.5
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,3.57,-34
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,2.63,-33.4
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,2.9,-33.9
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,1.92,-33.1
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,2.86,-34.6
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,2.41,-34.1
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,3.73,-35.2
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,2.29,-35.6
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,3.51,-35.3
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,4.11,-36.8
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,6.91,-36.4
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,6.5,-36.8
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,6.14,-37.6
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,5.45,-36.1
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,6.21,-36.7
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,3.93,-39.5
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,6.82,-38.6
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,7.7,-41.4
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,7.15,-41.3
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,8.22,-41.5
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,7.66,-40.7
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,9.02,-39.3
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,9.41,-38.9
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,10.84,-39.5
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,10.86,-39.8
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,10.96,-40.2
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,9.86,-40.5
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,5.55,-39.8
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,12.1,-40.5
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,12.43,-40.5
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,15.34,-39.9
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,16.13,-40.1
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,12.64,-40.3
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,13.03,-40.2
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,11.65,-40.3
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,13.07,-38.3
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,8.72,-38.2
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,13.41,-36.7
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,15.17,-36.7
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,12.6,-36.8
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,10.45,-36.8
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,12.09,-36.9
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,7.66,-37
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,5.06,-38.3
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,5.75,-39.9
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,4.02,-37.9
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,4.08,-38.4
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,4.75,-38.6
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,4.32,-39.7
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,4.84,-39
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,5.78,-39
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,3.25,-38.7
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,3.24,-39.3
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,2.86,-38.5
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,1.84,-37.5
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,1.9,-37.8
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,1.93,-37.6
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,2.7,-38.5
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,1.98,-38.6
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,1.96,-38.2
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,2.47,-38.2
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,2.13,-38.1
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,2.39,-40.1
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,3.13,-38.2
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,2.2,-38.5
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,3.03,-38.8
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,2.78,-38.6
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,3.08,-38.5
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,2.69,-37.7
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,2.79,-38
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,2.92,-38.6
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,3.82,-39.8
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,4.99,-41.1
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,4.87,-39.9
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,6.27,-41.6
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,4.67,-39.6
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,5.01,-39.5
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,4.18,-39.3
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,4.37,-38.9
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,3.11,-38
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,2.5,-39.4
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,3.55,-37.7
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,3.98,-38.8
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,3.32,-37.3
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,0.01,-24.6
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,5.33,-34.6
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,0.05,-30.1
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,0.06,-29.7
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,0.06,-27.2
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,0.14,-34.9
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,0.36,-35.6
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,3.77,-35.4
Kaufman et al 2007,Havig et al 2017,Austrailia,Hamersley,shale carbonate,sub greenschist,,2.5,n/a,0.07,-32.2
